,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
607,Good,80.0,291,6,94.0,22,0,0,100.0,-7,7,8,24,1,68.0,6,0,0,7.0,-8.0,2.0,1.0,0,75.0
608,Good,70.0,122,1,64.0,26,1,1,97.0,3,0,2,12,3,30.0,9,0,0,20.0,100.0,3.0,2.0,0,38.0
609,Bad,67.0,140,12,80.0,11,0,0,73.0,17,5,6,11,0,55.0,12,0,0,87.0,-8.0,4.0,1.0,3,100.0
610,Good,80.0,51,30,41.0,9,0,0,100.0,-7,7,8,9,0,33.0,8,0,0,18.0,-8.0,2.0,1.0,1,60.0
611,Good,77.0,464,31,138.0,16,1,1,94.0,50,6,6,16,0,31.0,-7,0,0,11.0,-8.0,3.0,2.0,0,71.0
612,Good,70.0,132,2,68.0,40,0,0,98.0,32,6,6,30,6,19.0,1,5,5,32.0,-8.0,5.0,2.0,1,41.0
613,Bad,62.0,251,19,92.0,41,1,1,98.0,10,0,6,53,0,15.0,0,3,3,83.0,-8.0,17.0,1.0,11,72.0
614,Good,43.0,137,2,46.0,5,5,3,55.0,3,3,2,11,3,55.0,0,3,3,94.0,88.0,2.0,2.0,2,80.0
615,Good,77.0,177,12,75.0,7,1,1,89.0,19,6,6,9,0,22.0,-7,2,2,1.0,-8.0,1.0,-8.0,0,25.0
616,Good,81.0,162,23,89.0,26,0,0,100.0,-7,7,8,26,0,31.0,3,1,1,11.0,58.0,1.0,2.0,0,33.0
617,Good,81.0,194,11,91.0,17,0,0,100.0,-7,7,8,17,1,41.0,3,2,2,79.0,50.0,1.0,1.0,1,100.0
618,Good,89.0,199,11,81.0,15,0,0,100.0,-7,7,8,15,2,40.0,-8,0,0,6.0,-8.0,3.0,1.0,0,57.0
619,Good,79.0,224,2,83.0,15,1,0,83.0,12,6,5,18,1,11.0,-7,0,0,0.0,-8.0,1.0,1.0,0,25.0
620,Good,86.0,-8,4,113.0,23,0,0,100.0,-7,7,8,0,2,35.0,1,3,3,29.0,85.0,4.0,3.0,0,88.0
621,Good,66.0,432,4,132.0,23,1,1,92.0,1,2,4,26,1,19.0,17,0,0,1.0,94.0,7.0,1.0,0,73.0
622,Good,88.0,374,9,75.0,23,0,0,100.0,-7,7,8,23,1,17.0,0,3,1,1.0,-8.0,3.0,1.0,0,44.0
623,Bad,58.0,71,8,36.0,9,0,0,78.0,2,4,6,9,1,67.0,0,3,3,93.0,82.0,1.0,2.0,1,100.0
624,Bad,62.0,233,7,72.0,8,1,0,78.0,47,6,5,9,2,44.0,0,0,0,95.0,85.0,3.0,2.0,3,100.0
625,Bad,80.0,263,3,79.0,30,0,0,100.0,-7,7,8,30,2,43.0,1,3,3,9.0,90.0,3.0,2.0,1,38.0
626,Good,83.0,150,9,64.0,27,0,0,100.0,-7,7,8,28,1,32.0,0,2,2,13.0,2.0,2.0,2.0,0,40.0
627,Bad,74.0,273,5,73.0,39,0,0,98.0,5,4,6,40,3,43.0,0,1,0,3.0,138.0,2.0,7.0,0,45.0
628,Bad,69.0,51,4,20.0,6,2,2,86.0,54,6,2,9,3,43.0,0,3,3,48.0,71.0,3.0,2.0,0,100.0
629,Good,91.0,240,22,118.0,8,0,0,100.0,-7,7,8,8,0,0.0,0,0,0,5.0,-8.0,3.0,-8.0,0,50.0
630,Bad,67.0,130,5,25.0,10,0,0,100.0,-7,7,8,12,4,25.0,0,0,0,95.0,90.0,6.0,2.0,2,89.0
631,Bad,66.0,133,6,77.0,23,0,0,100.0,-7,7,8,26,2,42.0,0,3,3,105.0,94.0,6.0,2.0,6,100.0
632,Good,75.0,181,14,63.0,38,0,0,100.0,-7,7,8,39,0,28.0,-7,0,0,35.0,83.0,4.0,3.0,2,50.0
633,Bad,62.0,282,13,99.0,24,4,3,70.0,18,6,3,31,0,26.0,0,0,0,29.0,-8.0,4.0,1.0,1,45.0
634,Bad,67.0,246,2,58.0,17,1,1,95.0,43,6,3,19,7,37.0,1,2,2,60.0,95.0,5.0,3.0,1,73.0
635,Bad,68.0,132,9,65.0,34,0,0,100.0,-7,7,8,36,2,38.0,6,0,0,50.0,88.0,6.0,2.0,4,62.0
636,Good,70.0,193,2,57.0,22,0,0,100.0,-7,7,8,23,2,22.0,18,0,0,53.0,80.0,6.0,4.0,1,63.0
637,Bad,79.0,97,9,44.0,26,0,0,96.0,60,6,6,26,1,12.0,5,0,0,5.0,-8.0,5.0,1.0,0,33.0
638,Good,78.0,299,3,102.0,26,0,0,90.0,14,6,6,31,1,35.0,0,0,0,7.0,38.0,2.0,2.0,0,45.0
639,Good,68.0,186,1,82.0,22,0,0,96.0,49,6,6,24,5,29.0,-7,4,4,55.0,93.0,8.0,5.0,2,81.0
640,Good,80.0,266,7,98.0,15,0,0,100.0,-7,7,8,17,1,35.0,2,1,1,46.0,-8.0,1.0,1.0,1,40.0
641,Bad,63.0,212,3,62.0,16,2,0,72.0,12,6,5,20,1,44.0,-7,2,2,66.0,89.0,3.0,5.0,2,73.0
642,Bad,78.0,41,3,16.0,3,0,0,100.0,-7,7,8,3,2,67.0,-7,16,16,0.0,-8.0,0.0,1.0,-8,50.0
643,Bad,71.0,154,1,62.0,7,0,0,90.0,1,4,6,27,2,40.0,-7,3,2,14.0,-8.0,3.0,1.0,0,80.0
644,Good,80.0,187,4,71.0,39,0,0,100.0,-7,7,8,26,1,15.0,-7,1,1,4.0,77.0,8.0,2.0,0,48.0
645,Bad,58.0,212,15,44.0,8,2,2,100.0,-7,6,8,4,0,63.0,-7,2,2,60.0,61.0,3.0,3.0,1,100.0
646,Bad,78.0,281,1,98.0,44,0,0,100.0,-7,7,8,48,4,31.0,0,1,1,24.0,19.0,7.0,1.0,2,50.0
647,Bad,65.0,265,11,64.0,16,0,0,88.0,37,6,6,17,1,24.0,0,1,1,76.0,-8.0,8.0,1.0,2,100.0
648,Bad,77.0,192,5,83.0,22,0,0,96.0,50,6,6,23,1,39.0,0,2,2,29.0,37.0,4.0,3.0,1,54.0
649,Bad,65.0,172,4,68.0,28,1,0,66.0,22,6,5,29,2,28.0,0,3,3,45.0,80.0,8.0,2.0,1,71.0
650,Bad,70.0,373,4,101.0,23,0,0,96.0,7,4,6,25,4,52.0,0,5,5,49.0,100.0,2.0,1.0,0,75.0
651,Bad,67.0,212,4,79.0,18,0,0,100.0,-7,7,8,18,5,22.0,0,3,3,81.0,30.0,7.0,1.0,5,82.0
652,Bad,61.0,203,10,57.0,3,0,0,80.0,12,6,6,5,1,0.0,-7,0,0,104.0,-8.0,3.0,-8.0,1,100.0
653,Bad,73.0,222,4,96.0,22,1,1,83.0,34,6,2,23,1,30.0,1,2,2,5.0,92.0,1.0,2.0,0,43.0
654,Good,64.0,130,1,33.0,13,0,0,100.0,-7,7,8,14,6,0.0,4,1,1,64.0,-8.0,7.0,-8.0,3,78.0
655,Bad,66.0,344,4,102.0,16,1,1,79.0,45,6,3,19,3,26.0,4,1,1,54.0,45.0,4.0,2.0,1,70.0
656,Bad,80.0,132,3,51.0,13,0,0,92.0,-8,6,6,13,1,46.0,1,4,4,2.0,77.0,1.0,3.0,0,100.0
657,Good,69.0,180,2,99.0,27,0,0,100.0,-7,7,8,19,1,20.0,2,3,3,81.0,-8.0,5.0,1.0,3,78.0
658,Good,89.0,441,75,194.0,12,0,0,100.0,-7,7,8,13,0,25.0,9,0,0,5.0,-8.0,2.0,1.0,0,43.0
659,Bad,61.0,82,2,44.0,24,0,0,100.0,-7,7,8,27,1,12.0,0,10,10,82.0,60.0,6.0,2.0,5,73.0
660,Bad,57.0,164,7,62.0,16,1,1,72.0,2,4,3,19,2,47.0,0,1,1,67.0,62.0,5.0,2.0,3,100.0
661,Good,84.0,149,13,80.0,13,0,0,100.0,-7,7,8,13,0,85.0,0,1,1,0.0,87.0,0.0,2.0,-8,67.0
662,Good,80.0,188,11,71.0,36,0,0,100.0,-7,7,8,36,2,39.0,0,7,7,15.0,-8.0,1.0,1.0,0,25.0
663,Good,88.0,168,3,89.0,20,0,0,100.0,-7,6,7,11,1,20.0,20,1,1,5.0,-8.0,3.0,-8.0,0,43.0
664,Good,75.0,209,6,98.0,33,0,0,97.0,53,6,6,33,3,33.0,-7,0,0,25.0,69.0,4.0,3.0,1,47.0
665,Bad,89.0,496,8,140.0,20,0,0,100.0,-7,7,8,22,1,0.0,0,2,1,7.0,-8.0,3.0,-8.0,0,27.0
666,Bad,66.0,67,13,66.0,33,0,0,97.0,56,6,6,7,0,39.0,-7,2,2,59.0,63.0,12.0,4.0,2,84.0
667,Bad,70.0,275,2,110.0,28,14,14,68.0,13,6,3,44,3,55.0,-7,0,0,31.0,89.0,3.0,2.0,1,50.0
668,Good,65.0,406,1,72.0,30,1,1,100.0,-7,6,8,40,5,48.0,2,2,2,47.0,65.0,6.0,5.0,0,79.0
669,Good,60.0,190,3,79.0,22,1,1,88.0,38,0,6,24,4,38.0,5,2,2,59.0,54.0,6.0,3.0,3,100.0
670,Bad,70.0,117,3,50.0,18,0,0,89.0,15,6,6,18,4,50.0,7,0,0,42.0,83.0,2.0,3.0,0,63.0
671,Bad,70.0,457,3,112.0,10,1,1,90.0,73,6,6,10,4,40.0,0,3,3,83.0,92.0,1.0,3.0,1,100.0
672,Good,64.0,345,4,111.0,34,0,0,94.0,2,4,6,34,3,18.0,9,0,0,53.0,-8.0,10.0,1.0,1,69.0
673,Good,78.0,130,7,54.0,22,0,0,100.0,-7,7,8,23,2,30.0,-7,0,0,24.0,90.0,3.0,3.0,0,67.0
675,Bad,58.0,184,7,66.0,39,9,2,85.0,22,0,5,57,3,44.0,0,3,3,95.0,78.0,5.0,4.0,3,100.0
676,Bad,58.0,285,2,75.0,30,2,2,91.0,14,6,2,34,2,12.0,0,0,0,80.0,57.0,12.0,4.0,5,59.0
677,Good,70.0,327,4,82.0,37,0,0,100.0,-7,7,8,37,4,16.0,0,3,2,31.0,88.0,7.0,3.0,3,56.0
678,Bad,73.0,105,12,14.0,3,0,0,100.0,-7,7,8,8,0,0.0,3,1,1,54.0,-8.0,2.0,-8.0,0,67.0
679,Bad,66.0,186,9,61.0,24,1,1,100.0,-7,6,8,27,1,63.0,0,0,0,79.0,85.0,6.0,6.0,3,100.0
680,Bad,69.0,404,28,168.0,12,1,1,79.0,7,1,3,15,0,29.0,8,0,0,55.0,-8.0,2.0,1.0,1,67.0
681,Good,91.0,355,18,200.0,8,0,0,100.0,-7,7,8,11,0,13.0,-8,0,0,8.0,-8.0,2.0,-8.0,0,40.0
682,Bad,62.0,150,3,66.0,40,3,0,91.0,2,3,2,45,3,20.0,0,3,3,49.0,62.0,11.0,3.0,2,50.0
683,Good,91.0,429,59,161.0,9,0,0,100.0,-7,7,8,9,0,11.0,-8,0,0,9.0,-8.0,2.0,-8.0,0,50.0
684,Good,62.0,143,5,53.0,35,1,0,92.0,1,3,5,36,5,33.0,0,2,0,3.0,18.0,3.0,2.0,0,33.0
686,Bad,72.0,72,8,39.0,18,0,0,100.0,-7,7,8,18,2,28.0,0,2,2,73.0,-8.0,3.0,1.0,0,100.0
688,Bad,89.0,182,47,100.0,8,0,0,100.0,-7,7,8,8,0,38.0,-7,2,2,4.0,-8.0,2.0,1.0,0,60.0
689,Bad,68.0,216,4,91.0,23,1,1,88.0,52,6,2,26,6,54.0,-7,2,2,42.0,90.0,6.0,2.0,1,80.0
691,Good,84.0,-8,7,91.0,17,0,0,100.0,-7,7,8,0,3,35.0,3,1,1,11.0,48.0,4.0,2.0,0,55.0
692,Bad,85.0,328,39,132.0,7,0,0,100.0,-7,7,8,7,0,43.0,1,1,1,0.0,-8.0,1.0,1.0,-8,50.0
693,Bad,74.0,319,5,68.0,22,0,0,100.0,-7,7,8,30,2,23.0,-7,3,3,39.0,90.0,3.0,2.0,1,75.0
694,Good,59.0,247,4,92.0,31,4,3,97.0,44,6,5,33,3,21.0,2,4,3,53.0,-8.0,5.0,1.0,3,47.0
695,Good,89.0,485,66,196.0,6,0,0,100.0,-7,7,8,6,0,17.0,-8,0,0,6.0,-8.0,1.0,-8.0,0,33.0
696,Good,89.0,154,8,78.0,6,0,0,100.0,-7,7,8,6,1,17.0,0,0,0,9.0,-8.0,1.0,1.0,0,50.0
697,Bad,64.0,194,8,76.0,24,1,1,88.0,9,4,2,26,2,48.0,-7,0,0,69.0,77.0,7.0,6.0,6,76.0
698,Bad,75.0,212,23,105.0,11,0,0,82.0,21,6,6,11,0,45.0,-7,1,1,13.0,-8.0,1.0,1.0,0,100.0
699,Bad,76.0,192,1,67.0,36,0,0,100.0,-7,7,8,37,4,35.0,5,2,1,5.0,-8.0,4.0,2.0,1,60.0
700,Good,66.0,-8,17,114.0,15,4,3,68.0,8,3,2,0,0,42.0,-7,0,0,8.0,75.0,3.0,2.0,0,83.0
701,Bad,81.0,160,6,67.0,33,0,0,100.0,-7,7,8,33,2,21.0,0,0,0,15.0,91.0,2.0,3.0,0,43.0
702,Bad,82.0,317,28,133.0,15,0,0,100.0,-7,6,8,15,0,47.0,0,1,1,19.0,5.0,1.0,2.0,0,50.0
703,Good,66.0,174,1,75.0,38,0,0,100.0,-7,7,8,40,5,40.0,-7,6,6,77.0,60.0,4.0,8.0,3,75.0
704,Good,82.0,270,30,89.0,12,0,0,100.0,-7,7,8,12,0,42.0,0,0,0,44.0,6.0,3.0,2.0,0,71.0
705,Bad,68.0,132,4,49.0,16,1,1,94.0,19,6,6,16,1,50.0,0,3,3,50.0,76.0,5.0,2.0,0,88.0
706,Bad,67.0,189,13,111.0,8,4,4,70.0,68,6,3,10,0,50.0,0,1,1,97.0,-8.0,1.0,1.0,1,100.0
707,Bad,64.0,-8,6,65.0,31,1,1,88.0,3,2,4,0,2,44.0,6,1,0,28.0,87.0,6.0,5.0,1,65.0
708,Bad,65.0,150,1,50.0,23,0,0,92.0,3,4,6,26,2,46.0,10,0,0,33.0,100.0,2.0,3.0,1,50.0
709,Good,91.0,181,17,60.0,8,0,0,100.0,-7,7,8,9,0,38.0,0,1,1,0.0,-8.0,2.0,1.0,0,60.0
710,Bad,74.0,197,1,93.0,31,1,0,86.0,29,6,5,35,3,26.0,0,2,2,28.0,27.0,2.0,4.0,0,40.0
711,Bad,73.0,169,6,105.0,20,0,0,95.0,21,6,6,21,1,14.0,0,0,0,39.0,21.0,2.0,2.0,0,57.0
712,Bad,60.0,199,28,93.0,11,4,2,73.0,6,4,2,15,0,53.0,0,0,0,34.0,61.0,1.0,3.0,0,50.0
713,Bad,76.0,66,2,31.0,5,0,0,100.0,-7,7,8,7,3,0.0,0,1,1,47.0,-8.0,3.0,-8.0,2,100.0
714,Bad,81.0,176,5,78.0,37,0,0,100.0,-7,7,8,36,4,37.0,-7,2,2,0.0,80.0,2.0,3.0,0,42.0
715,Good,84.0,294,5,119.0,44,0,0,100.0,-7,7,8,47,3,68.0,0,2,2,4.0,67.0,5.0,8.0,2,76.0
716,Good,82.0,231,13,158.0,15,0,0,100.0,-7,7,8,17,0,24.0,-7,1,1,31.0,-8.0,4.0,1.0,1,56.0
717,Bad,78.0,283,3,124.0,33,0,0,100.0,-7,7,8,37,1,19.0,3,1,1,77.0,-8.0,18.0,3.0,16,92.0
718,Bad,75.0,197,2,95.0,20,0,0,95.0,62,6,6,21,2,24.0,-7,2,2,48.0,99.0,4.0,3.0,1,78.0
719,Good,89.0,256,3,100.0,19,0,0,100.0,-7,7,8,27,2,47.0,-7,1,1,0.0,73.0,0.0,4.0,0,57.0
720,Good,85.0,128,2,62.0,17,0,0,100.0,-7,7,8,19,3,61.0,-7,5,5,2.0,93.0,1.0,2.0,0,75.0
721,Good,61.0,46,1,18.0,20,0,0,100.0,-7,7,8,21,5,14.0,2,2,2,51.0,60.0,13.0,2.0,2,84.0
722,Bad,63.0,118,1,63.0,65,0,0,100.0,-7,7,8,3,3,75.0,7,0,0,59.0,95.0,10.0,2.0,3,86.0
723,Good,73.0,185,3,65.0,27,0,0,100.0,-7,7,8,27,4,48.0,0,5,5,46.0,26.0,5.0,4.0,1,69.0
724,Good,69.0,209,7,77.0,20,0,0,100.0,-7,7,8,21,2,20.0,1,2,2,56.0,-8.0,3.0,1.0,1,57.0
725,Good,75.0,364,12,123.0,43,0,0,98.0,24,6,6,43,0,26.0,2,1,1,1.0,31.0,7.0,2.0,1,45.0
726,Bad,82.0,273,30,141.0,15,1,0,94.0,36,6,5,17,0,29.0,0,1,0,6.0,-8.0,2.0,1.0,0,57.0
727,Good,81.0,165,12,95.0,17,0,0,100.0,-7,7,8,18,0,50.0,0,0,0,21.0,29.0,2.0,2.0,1,80.0
728,Good,74.0,65,2,34.0,6,0,0,100.0,-7,7,8,9,2,11.0,0,3,3,56.0,100.0,2.0,1.0,1,75.0
729,Good,93.0,343,18,162.0,15,0,0,100.0,-7,7,8,14,0,13.0,-8,0,0,1.0,-8.0,2.0,2.0,0,33.0
730,Bad,63.0,103,4,32.0,13,1,1,100.0,-7,7,8,14,4,85.0,0,1,1,68.0,93.0,2.0,3.0,-8,100.0
731,Good,76.0,266,5,98.0,27,0,0,97.0,10,4,6,31,2,42.0,0,0,0,8.0,81.0,5.0,4.0,1,56.0
732,Bad,75.0,160,4,57.0,30,0,0,100.0,-7,7,8,31,5,55.0,0,2,2,7.0,85.0,3.0,9.0,0,86.0
733,Bad,83.0,464,12,153.0,16,0,0,94.0,19,6,6,16,0,19.0,0,1,1,18.0,27.0,2.0,1.0,0,75.0
734,Good,85.0,277,15,91.0,8,0,0,100.0,-7,7,8,8,0,25.0,22,0,0,36.0,-8.0,5.0,-8.0,0,100.0
735,Good,82.0,194,4,102.0,26,0,0,100.0,-7,7,8,15,2,35.0,-8,2,0,12.0,51.0,3.0,3.0,0,67.0
736,Bad,61.0,187,6,54.0,26,0,0,88.0,47,6,6,26,1,42.0,0,1,1,66.0,76.0,3.0,3.0,2,75.0
738,Good,77.0,297,7,131.0,29,0,0,97.0,5,4,6,23,3,55.0,10,0,0,8.0,68.0,5.0,3.0,0,90.0
739,Good,70.0,210,9,65.0,10,2,2,90.0,17,6,6,10,1,40.0,-8,0,0,40.0,48.0,3.0,3.0,1,86.0
740,Good,63.0,264,5,41.0,16,1,1,94.0,3,0,2,16,3,47.0,-7,0,0,27.0,74.0,4.0,3.0,0,73.0
742,Bad,73.0,311,7,77.0,13,0,0,100.0,-7,7,8,13,2,46.0,0,0,0,69.0,93.0,5.0,2.0,2,88.0
743,Bad,65.0,248,2,77.0,28,3,1,84.0,30,5,3,33,3,53.0,-7,0,0,31.0,34.0,8.0,4.0,1,80.0
744,Bad,58.0,118,5,48.0,23,3,2,73.0,15,6,5,28,7,77.0,0,1,1,2.0,100.0,1.0,3.0,-8,80.0
745,Good,67.0,255,1,104.0,41,6,6,88.0,12,6,6,48,1,21.0,0,1,1,30.0,59.0,3.0,4.0,1,39.0
746,Good,78.0,188,25,69.0,17,0,0,83.0,22,6,6,18,0,44.0,0,0,0,6.0,43.0,1.0,4.0,0,71.0
747,Good,68.0,295,3,107.0,20,0,0,90.0,2,4,6,21,1,24.0,0,1,1,32.0,-8.0,4.0,1.0,2,56.0
748,Bad,69.0,84,4,97.0,12,0,0,71.0,28,6,6,3,2,21.0,-7,1,1,54.0,-8.0,3.0,1.0,2,56.0
749,Bad,66.0,174,6,72.0,29,3,2,87.0,16,6,4,32,2,19.0,0,1,0,37.0,87.0,9.0,2.0,4,65.0
750,Good,80.0,372,13,71.0,9,0,0,100.0,-7,7,8,14,0,33.0,0,4,4,35.0,-8.0,1.0,1.0,1,29.0
751,Good,80.0,101,3,55.0,23,0,0,100.0,-7,7,8,23,1,17.0,0,1,1,1.0,-8.0,6.0,2.0,1,67.0
752,Good,82.0,234,4,90.0,36,0,0,97.0,28,6,6,17,4,29.0,7,0,0,14.0,62.0,4.0,1.0,1,50.0
754,Good,52.0,266,2,103.0,18,5,5,76.0,2,4,4,23,4,33.0,7,0,0,52.0,46.0,5.0,3.0,1,82.0
755,Good,75.0,162,8,77.0,40,0,0,100.0,-7,7,8,42,1,20.0,7,0,0,27.0,-8.0,5.0,2.0,1,64.0
756,Good,80.0,138,4,61.0,18,0,0,94.0,39,6,6,18,2,11.0,17,1,0,0.0,-8.0,2.0,-8.0,1,29.0
757,Good,70.0,156,5,58.0,3,0,0,100.0,-7,7,8,3,1,33.0,1,2,2,95.0,88.0,1.0,1.0,-8,100.0
758,Good,73.0,337,4,110.0,6,2,0,67.0,26,6,5,9,2,67.0,0,1,1,-8.0,82.0,-8.0,3.0,-8,100.0
759,Good,77.0,148,27,96.0,13,0,0,100.0,-7,7,8,14,0,50.0,0,2,2,75.0,-8.0,1.0,1.0,0,100.0
760,Bad,78.0,191,16,100.0,10,2,2,91.0,55,6,2,11,0,45.0,0,0,0,5.0,-8.0,2.0,1.0,0,75.0
761,Good,67.0,419,1,73.0,37,0,0,92.0,13,6,6,44,6,33.0,3,1,1,12.0,91.0,8.0,3.0,0,69.0
762,Bad,85.0,269,18,145.0,20,0,0,100.0,-7,7,8,20,0,25.0,10,0,0,20.0,-8.0,5.0,1.0,0,64.0
763,Bad,64.0,296,5,71.0,28,0,0,73.0,4,4,6,30,1,23.0,0,1,1,44.0,76.0,5.0,3.0,1,73.0
764,Good,72.0,230,21,113.0,17,0,0,100.0,-7,7,8,17,0,41.0,10,0,0,75.0,-8.0,7.0,1.0,2,89.0
766,Bad,80.0,99,9,52.0,12,0,0,100.0,-7,7,8,12,2,8.0,1,1,1,10.0,-8.0,1.0,-8.0,0,14.0
768,Bad,56.0,105,5,43.0,16,0,0,94.0,5,4,6,16,1,69.0,2,2,2,101.0,84.0,2.0,4.0,1,86.0
769,Good,82.0,213,3,79.0,9,0,0,100.0,-7,7,8,9,1,22.0,0,2,2,42.0,54.0,2.0,2.0,1,50.0
770,Good,80.0,202,12,85.0,25,0,0,100.0,-7,7,8,43,0,32.0,0,2,2,3.0,6.0,2.0,4.0,0,86.0
771,Bad,62.0,116,9,70.0,15,6,4,65.0,23,6,2,20,1,25.0,-7,4,4,8.0,60.0,2.0,2.0,0,67.0
772,Good,65.0,102,69,86.0,6,3,3,33.0,3,0,2,9,0,0.0,13,0,0,8.0,-8.0,1.0,-8.0,0,33.0
773,Bad,60.0,141,50,94.0,13,2,2,73.0,4,4,6,15,0,27.0,0,0,0,61.0,-8.0,2.0,1.0,0,100.0
774,Bad,72.0,294,5,75.0,20,0,0,95.0,46,6,6,21,3,62.0,7,0,0,57.0,50.0,6.0,4.0,2,91.0
775,Good,72.0,317,3,62.0,34,0,0,94.0,16,6,6,35,4,6.0,0,1,1,18.0,-8.0,4.0,1.0,1,42.0
776,Bad,82.0,153,9,54.0,18,0,0,100.0,-7,7,8,18,1,44.0,14,0,0,9.0,-8.0,2.0,1.0,0,38.0
777,Good,87.0,117,6,67.0,11,0,0,100.0,-7,7,8,12,1,8.0,1,4,4,3.0,-8.0,3.0,1.0,0,67.0
778,Good,79.0,125,9,57.0,29,0,0,100.0,-7,7,8,33,1,45.0,-7,1,1,1.0,71.0,1.0,4.0,0,45.0
779,Bad,81.0,98,3,40.0,22,0,0,100.0,-7,7,8,23,6,17.0,1,4,3,0.0,81.0,0.0,1.0,0,11.0
780,Good,86.0,126,3,51.0,36,0,0,100.0,-7,7,8,27,2,6.0,13,0,0,1.0,-8.0,4.0,-8.0,0,24.0
781,Good,74.0,157,9,43.0,19,0,0,100.0,-7,5,7,2,2,25.0,-7,0,0,36.0,62.0,5.0,3.0,0,67.0
782,Good,90.0,177,23,112.0,10,0,0,100.0,-7,7,8,10,0,20.0,-8,0,0,0.0,-8.0,2.0,-8.0,0,67.0
783,Bad,83.0,306,27,113.0,17,0,0,100.0,-7,7,8,17,0,65.0,-8,0,0,43.0,33.0,3.0,2.0,0,83.0
784,Good,81.0,303,17,103.0,6,0,0,86.0,25,6,6,7,0,14.0,0,0,0,26.0,-8.0,1.0,1.0,0,40.0
785,Bad,69.0,215,15,89.0,24,0,0,96.0,4,4,6,24,0,33.0,0,3,3,42.0,-8.0,2.0,1.0,1,38.0
786,Good,82.0,300,32,117.0,22,0,0,100.0,-7,7,8,23,0,22.0,0,1,1,41.0,43.0,3.0,2.0,1,63.0
787,Good,82.0,156,21,84.0,12,0,0,100.0,-7,7,8,12,0,42.0,0,0,0,73.0,68.0,3.0,2.0,0,100.0
788,Bad,62.0,120,34,74.0,4,0,0,40.0,4,4,6,5,0,0.0,0,2,1,59.0,-8.0,1.0,-8.0,-8,25.0
789,Good,64.0,46,3,31.0,4,5,5,100.0,-7,0,8,5,1,20.0,2,1,1,2.0,-8.0,1.0,1.0,0,67.0
790,Bad,58.0,183,32,95.0,8,8,8,67.0,3,0,2,5,0,0.0,-8,0,0,0.0,-8.0,0.0,-8.0,0,25.0
791,Good,87.0,151,5,82.0,29,0,0,100.0,-7,6,7,33,3,73.0,10,0,0,9.0,60.0,1.0,6.0,0,70.0
792,Bad,61.0,112,3,32.0,29,0,0,100.0,-7,5,8,31,7,77.0,0,5,5,88.0,82.0,7.0,4.0,3,100.0
793,Good,89.0,151,20,87.0,14,0,0,100.0,-7,7,8,14,0,50.0,-8,0,0,9.0,-8.0,1.0,2.0,0,60.0
794,Good,82.0,488,5,116.0,43,0,0,100.0,-7,7,8,42,3,18.0,-7,0,0,3.0,-8.0,5.0,-8.0,1,23.0
795,Bad,81.0,166,4,60.0,20,0,0,100.0,-7,7,8,21,1,20.0,5,1,1,0.0,3.0,1.0,3.0,0,25.0
796,Bad,56.0,311,10,99.0,31,10,10,86.0,4,4,6,36,2,46.0,0,2,2,44.0,75.0,4.0,2.0,1,64.0
797,Bad,71.0,383,8,76.0,19,2,2,86.0,11,4,4,24,1,29.0,2,1,1,26.0,79.0,4.0,2.0,1,67.0
798,Good,64.0,150,8,48.0,23,0,0,96.0,23,6,6,23,2,61.0,0,2,2,65.0,96.0,2.0,6.0,1,73.0
799,Bad,79.0,334,2,76.0,21,0,0,100.0,-7,7,8,22,4,27.0,0,3,3,35.0,88.0,6.0,2.0,1,73.0
800,Bad,82.0,257,4,86.0,19,0,0,100.0,-7,7,8,19,1,5.0,0,2,2,20.0,92.0,3.0,1.0,0,56.0
801,Bad,64.0,145,2,54.0,28,0,0,100.0,-7,7,8,29,5,66.0,-7,4,3,74.0,59.0,5.0,4.0,2,82.0
802,Bad,67.0,265,4,97.0,11,5,5,77.0,13,6,2,13,2,54.0,0,4,3,10.0,-8.0,1.0,1.0,-8,67.0
803,Good,70.0,297,2,140.0,16,0,0,100.0,-7,7,8,12,1,24.0,16,0,0,71.0,48.0,8.0,2.0,3,100.0
804,Bad,70.0,185,11,75.0,36,0,0,97.0,72,6,6,37,1,41.0,1,3,3,67.0,60.0,12.0,5.0,5,85.0
805,Bad,57.0,27,1,11.0,5,1,1,100.0,-7,6,8,6,3,33.0,1,21,21,16.0,-8.0,1.0,2.0,1,60.0
806,Good,64.0,329,11,102.0,36,2,2,100.0,-7,6,8,38,3,34.0,0,3,3,3.0,-8.0,2.0,2.0,0,33.0
807,Bad,72.0,354,4,105.0,22,0,0,100.0,-7,7,8,24,5,29.0,0,0,0,89.0,77.0,7.0,3.0,5,92.0
808,Good,70.0,300,2,68.0,33,0,0,94.0,13,6,6,34,1,26.0,0,2,1,4.0,69.0,5.0,5.0,4,69.0
